Age,Total_Children,Total_Spending,Tenure_Days,Total_Store_Visits,Education,Marital_Status,Favorite_Category,Cluster
74,1,92.0,361,7,Master,Divorced,Wines,1
60,0,641.0,125,16,2n Cycle,Married,MeatProducts,0
69,1,987.0,1031,17,Graduation,Married,Wines,0
63,0,959.5,197,14,Graduation,Together,MeatProducts,0
51,1,1174.0,728,32,Graduation,Married,Wines,0
58,2,25.0,447,6,Master,Married,Wines,1
63,2,240.0,769,16,Master,Together,Wines,1
49,1,20.0,540,4,Graduation,Divorced,FishProducts,2
64,3,102.0,682,11,Graduation,Divorced,Wines,1
49,1,1020.5,503,26,PhD,Divorced,Wines,0
42,1,156.0,660,9,Graduation,Married,MeatProducts,2
49,2,458.0,604,21,Master,Married,Wines,1
37,1,17.0,1060,4,Graduation,Married,Wines,2
71,1,669.5,171,21,Graduation,Divorced,MeatProducts,0
40,1,92.0,173,8,Graduation,Married,Wines,2
73,1,407.0,686,16,Graduation,Single,Wines,1
61,1,1269.0,1028,23,Master,Single,Wines,0
71,1,819.5,235,23,Graduation,Together,Wines,0
75,2,633.0,800,23,PhD,Married,Wines,1
68,3,1019.0,619,20,PhD,Married,Wines,1
79,0,1315.0,742,26,PhD,Single,Wines,0
71,2,54.0,1000,8,Graduation,Married,Wines,1
34,0,2064.0,296,18,Master,Single,Wines,0
39,1,52.0,404,5,Master,Married,MeatProducts,2
48,1,436.0,841,20,Graduation,Married,Wines,0
65,1,268.0,617,15,PhD,Together,Wines,1
43,2,147.0,258,8,Graduation,Together,MeatProducts,2
78,0,1771.0,222,18,PhD,Together,Wines,0
33,0,137.0,533,8,Graduation,Married,MeatProducts,2
49,1,507.0,682,17,Master,Single,Wines,2
69,3,15.0,317,4,Graduation,Together,Wines,1
78,0,1022.0,389,17,Master,Together,MeatProducts,0
75,0,957.0,662,15,Graduation,Divorced,MeatProducts,0
59,1,66.0,227,8,Master,Together,Wines,1
38,0,778.0,284,27,Graduation,Divorced,MeatProducts,0
52,2,49.0,201,6,PhD,Divorced,Wines,1
73,2,169.0,839,12,Master,Together,MeatProducts,1
60,0,299.0,162,12,Graduation,Married,MeatProducts,2
45,1,221.0,428,16,Graduation,Married,Wines,2
38,0,1534.0,347,25,Graduation,Married,Wines,0
63,1,155.0,907,10,PhD,Together,Wines,1
70,0,799.0,660,13,Graduation,Married,MeatProducts,0
37,1,58.0,827,5,Basic,Together,SweetProducts,2
60,1,311.0,467,15,Master,Together,Wines,1
58,1,95.0,216,7,PhD,Single,Wines,1
52,1,424.0,779,19,PhD,Single,Wines,0
65,2,47.0,294,12,Master,Together,MeatProducts,1
41,1,339.0,417,15,Graduation,Single,Wines,2
54,1,1364.5,799,21,Graduation,Married,Wines,0
50,1,35.0,225,6,PhD,Married,Wines,2
60,1,562.0,527,20,Master,Married,Wines,0
69,0,2029.5,801,24,Master,Married,Wines,0
70,0,1334.0,699,20,Master,Divorced,Wines,0
65,2,32.0,463,6,Graduation,Together,Wines,1
64,2,41.0,306,7,Graduation,Married,MeatProducts,1
62,2,39.0,497,5,PhD,Married,Wines,1
48,1,1110.0,689,25,Graduation,Married,Wines,0
35,1,710.0,616,24,2n Cycle,Single,Wines,0
52,1,401.0,94,19,Master,Married,Wines,1
61,1,506.0,32,17,PhD,Married,Wines,1
37,0,1225.0,789,21,Graduation,Single,MeatProducts,0
47,0,57.0,968,6,2n Cycle,Married,MeatProducts,2
35,0,1599.0,476,19,Graduation,Single,Wines,0
50,1,270.0,454,15,Graduation,Single,MeatProducts,2
48,2,31.0,342,6,Graduation,Married,Wines,1
41,1,799.5,575,24,Graduation,Married,Wines,0
42,1,16.0,405,4,Graduation,Together,Wines,2
38,1,311.0,202,14,Graduation,Single,Wines,2
60,1,227.0,313,11,Graduation,Married,Wines,1
69,1,1079.5,847,30,Master,Married,Wines,0
60,1,122.0,473,8,PhD,Together,Wines,1
54,1,77.0,370,9,Graduation,Married,MeatProducts,2
43,0,1159.5,802,19,2n Cycle,Together,MeatProducts,0
66,2,561.0,689,21,Graduation,Single,Wines,1
62,2,211.0,682,13,Graduation,Together,Wines,1
73,1,233.0,278,12,PhD,Married,Wines,1
54,1,1061.0,849,21,PhD,Widow,Wines,0
62,0,549.0,629,17,PhD,Divorced,MeatProducts,0
43,1,54.0,287,10,Graduation,Together,MeatProducts,2
49,1,78.0,407,7,2n Cycle,Together,MeatProducts,2
78,1,1063.0,462,26,PhD,Together,MeatProducts,0
56,1,244.0,411,13,PhD,Together,Wines,1
66,2,116.0,257,9,PhD,Married,Wines,1
47,1,15.0,535,4,Graduation,Together,MeatProducts,2
77,2,425.0,483,16,PhD,Together,Wines,1
70,1,734.0,367,26,PhD,Married,Wines,0
71,1,638.0,537,19,Graduation,Divorced,Wines,0
80,0,894.0,664,22,Graduation,Married,MeatProducts,0
56,2,41.0,170,7,Graduation,Married,Wines,1
49,1,31.0,527,5,Master,Together,Wines,2
56,2,34.0,258,5,Master,Together,MeatProducts,1
61,2,1427.5,439,18,PhD,Divorced,Wines,0
44,2,612.0,770,23,Graduation,Together,Wines,0
46,1,29.0,420,5,Basic,Together,FishProducts,2
44,1,685.5,304,21,2n Cycle,Together,Wines,0
65,0,20.0,427,4,Master,Divorced,Wines,2
51,1,396.0,359,16,Master,Married,Wines,2
44,0,813.0,173,21,Graduation,Single,Wines,0
58,0,1076.5,567,20,Graduation,Divorced,MeatProducts,0
75,2,138.0,154,10,PhD,Widow,Wines,1
43,1,55.0,283,9,Graduation,Married,FishProducts,2
64,0,1429.0,838,22,Graduation,Single,Wines,0
62,2,117.0,880,9,Graduation,Widow,Wines,1
48,0,561.0,586,10,Graduation,Together,MeatProducts,2
78,1,32.0,502,6,PhD,Widow,Wines,1
47,1,67.0,125,6,Master,Single,Wines,2
71,1,335.0,557,15,Master,Together,Wines,1
71,1,825.0,307,22,PhD,Married,Wines,0
53,1,686.5,500,23,2n Cycle,Together,Wines,0
44,0,1778.5,166,17,Graduation,Single,Wines,0
67,2,496.0,669,21,PhD,Single,Wines,1
57,2,231.0,570,13,Graduation,Together,MeatProducts,1
49,1,902.0,191,24,Graduation,Divorced,Wines,0
59,2,68.0,66,9,Graduation,Single,Wines,1
36,0,71.0,392,6,PhD,Single,Wines,2
40,1,76.0,535,6,2n Cycle,Single,Wines,2
58,2,772.0,473,22,PhD,Married,Wines,1
66,2,47.0,342,9,PhD,Married,Wines,1
55,1,1560.0,382,25,PhD,Married,Wines,0
58,1,1529.0,652,34,PhD,Married,Wines,0
40,0,265.0,494,13,PhD,Single,Wines,2
74,0,1250.0,576,18,Graduation,Together,MeatProducts,0
39,0,1953.0,400,22,Master,Married,Wines,0
70,0,981.0,640,21,2n Cycle,Married,Wines,0
55,1,1470.0,744,34,Graduation,Married,Wines,0
34,0,82.0,738,7,2n Cycle,Together,FishProducts,2
50,1,244.0,621,14,Graduation,Married,MeatProducts,2
46,1,36.0,527,5,Basic,Single,FishProducts,2
49,1,404.0,369,16,PhD,Married,Wines,2
45,1,71.0,317,6,Graduation,Married,MeatProducts,2
47,0,1515.0,483,23,Graduation,Together,Wines,0
54,2,122.0,323,11,Graduation,Together,Wines,1
70,2,41.0,1000,10,PhD,Married,Wines,1
42,1,10.0,244,4,PhD,Married,Wines,2
73,1,304.0,407,13,Graduation,Married,Wines,1
56,2,37.0,256,5,Graduation,Married,Wines,1
45,0,1458.0,850,16,Master,Divorced,Wines,0
57,1,815.0,501,25,Graduation,Together,Wines,0
54,1,1001.0,614,27,Graduation,Single,Wines,0
36,0,1131.5,505,22,Graduation,Single,Wines,0
74,1,688.0,505,21,Graduation,Single,Wines,0
38,0,1319.0,547,19,Master,Divorced,Wines,0
40,1,21.0,655,4,PhD,Married,Wines,2
44,1,31.0,831,4,2n Cycle,Single,FishProducts,2
35,0,67.0,705,6,Graduation,Married,MeatProducts,2
73,1,658.0,562,21,Graduation,Divorced,Wines,0
54,2,25.0,808,4,2n Cycle,Together,Wines,1
42,0,746.0,647,11,PhD,Married,Wines,2
68,2,32.0,805,5,PhD,Divorced,Wines,1
74,2,1521.5,217,25,Master,Widow,Wines,0
49,1,981.5,827,28,Graduation,Married,Wines,0
70,2,72.0,251,9,Master,Married,Wines,1
36,1,57.0,381,10,Graduation,Single,MeatProducts,2
52,1,660.0,260,25,PhD,Together,Wines,0
52,1,103.0,1030,11,Basic,Together,Fruits,2
41,1,153.0,439,11,PhD,Married,Wines,2
69,1,1220.0,807,32,Master,Together,Wines,0
60,1,279.0,842,13,Graduation,Together,Wines,2
47,1,670.5,308,20,Graduation,Married,Wines,0
52,1,264.0,337,12,PhD,Married,Wines,2
39,0,1878.0,172,22,Graduation,Married,Wines,0
66,1,1519.0,465,23,Master,Married,Wines,0
47,1,69.0,458,6,Graduation,Together,Wines,2
59,0,1130.5,786,26,Graduation,Married,MeatProducts,0
33,1,64.0,191,8,Basic,Single,FishProducts,2
41,1,436.5,753,18,Graduation,Together,MeatProducts,2
69,1,1067.0,565,17,Graduation,Single,Wines,0
48,2,31.0,123,7,Graduation,Married,MeatProducts,1
51,2,211.0,576,14,Graduation,Together,Wines,1
49,1,877.0,741,25,PhD,Married,Wines,0
46,1,11.0,692,4,Graduation,Married,FishProducts,2
42,0,1655.0,700,25,PhD,Married,Wines,0
34,0,1646.0,357,19,Graduation,Single,Wines,0
63,0,1670.0,305,24,PhD,Widow,Wines,0
43,1,324.0,312,17,PhD,Single,Wines,2
46,1,69.0,232,9,Master,Single,MeatProducts,2
70,2,252.0,768,16,Graduation,Together,Wines,1
60,1,54.0,523,5,Basic,Single,MeatProducts,2
64,2,964.0,490,27,Master,Together,Wines,0
74,1,1088.0,657,28,Graduation,Married,Wines,0
61,2,68.0,258,7,PhD,Together,Wines,1
66,0,60.0,708,5,Graduation,Married,FishProducts,2
70,2,55.0,588,5,Graduation,Divorced,Wines,1
59,0,1364.0,3,21,Graduation,Together,MeatProducts,0
67,1,510.0,549,18,2n Cycle,Single,Wines,0
71,1,1471.5,656,26,Graduation,Divorced,Wines,0
58,2,564.0,226,19,Graduation,Single,Wines,1
62,0,1125.0,375,23,Graduation,Married,Wines,0
66,1,358.0,196,17,Graduation,Married,Wines,1
54,1,42.0,389,5,PhD,Married,Wines,2
61,1,184.0,226,10,Graduation,Together,Wines,1
42,1,460.0,597,19,Graduation,Together,Wines,2
80,0,145.0,192,8,PhD,Single,Wines,1
78,0,1116.5,689,25,Graduation,Together,MeatProducts,0
56,1,792.0,685,23,PhD,Divorced,Wines,0
73,0,1157.0,771,22,Graduation,Married,MeatProducts,0
78,0,28.0,746,4,Basic,Together,FishProducts,2
79,0,1018.5,434,24,Master,Married,Wines,0
56,1,848.5,556,23,Graduation,Divorced,Wines,0
76,0,1958.0,643,15,PhD,Married,Wines,0
64,1,1101.0,781,19,PhD,Together,Wines,0
51,1,369.0,727,16,Graduation,Married,MeatProducts,2
45,1,48.0,282,5,2n Cycle,Single,FishProducts,2
76,1,467.0,369,19,PhD,Widow,Wines,1
54,2,44.0,711,8,Graduation,Widow,Wines,1
46,2,38.0,629,10,Basic,Single,Fruits,2
57,2,81.0,543,9,Graduation,Married,Wines,1
54,1,167.0,607,10,Master,Single,Wines,2
70,2,45.0,62,7,PhD,Married,Wines,1
53,1,580.0,559,21,Graduation,Married,MeatProducts,0
61,1,596.0,423,20,2n Cycle,Married,Wines,0
46,1,48.0,429,7,2n Cycle,Divorced,Wines,2
50,1,461.0,409,16,Graduation,Together,Wines,2
48,1,1073.0,473,26,Graduation,Married,Wines,0
39,1,55.0,515,8,2n Cycle,Married,FishProducts,2
69,1,976.0,620,26,Graduation,Married,Wines,0
45,1,20.0,173,5,PhD,Single,Wines,2
43,0,1085.5,488,17,Graduation,Together,MeatProducts,0
64,0,43.0,174,6,Basic,Married,SweetProducts,2
50,1,224.0,412,10,Master,Married,Wines,2
51,1,101.0,809,9,PhD,Divorced,Wines,2
79,0,209.0,597,10,PhD,Married,Wines,1
40,0,968.0,940,21,Graduation,Single,MeatProducts,0
73,0,1117.5,487,17,PhD,Together,MeatProducts,0
58,1,24.0,263,5,Graduation,Married,Wines,2
70,2,252.0,768,16,Graduation,Together,Wines,1
40,1,165.0,829,12,Graduation,Single,MeatProducts,2
48,0,269.0,784,13,PhD,Married,Wines,2
52,1,102.0,546,7,PhD,Together,Wines,2
41,0,435.5,697,19,2n Cycle,Married,FishProducts,2
46,1,47.0,719,7,Basic,Single,FishProducts,2
49,2,144.0,292,10,PhD,Single,Wines,1
57,0,1281.0,783,24,Graduation,Married,Wines,0
66,1,917.0,373,25,Graduation,Together,Wines,0
54,2,318.0,704,17,Graduation,Together,Wines,1
58,2,253.0,1000,14,Graduation,Single,Wines,1
52,1,502.0,806,20,Graduation,Married,Wines,0
42,1,119.0,450,7,Graduation,Together,Wines,2
46,2,1077.0,830,22,2n Cycle,Together,Wines,0
46,1,935.0,663,24,Graduation,Together,Wines,0
75,2,76.0,577,9,Graduation,Together,Wines,1
62,2,62.0,2,7,PhD,Single,Wines,1
63,0,1351.5,478,26,2n Cycle,Together,Wines,0
49,1,84.0,157,7,Graduation,Single,Wines,2
73,2,255.0,511,14,Graduation,Together,Wines,1
65,2,43.0,540,5,Master,Married,Wines,1
70,1,398.0,636,14,Graduation,Single,Wines,1
48,1,76.0,234,8,Master,Single,MeatProducts,2
61,2,902.0,183,15,Graduation,Together,Wines,1
44,1,685.5,304,21,2n Cycle,Together,Wines,0
49,1,1055.0,162,26,Graduation,Together,Wines,0
51,1,1823.5,783,29,Graduation,Together,Wines,0
74,2,185.0,587,10,Master,Together,Wines,1
59,2,433.0,626,20,Graduation,Single,Wines,1
74,2,34.0,66,6,Graduation,Married,Wines,1
67,1,907.0,487,27,Graduation,Together,Wines,0
59,2,251.5,512,14,PhD,Single,Wines,1
61,2,44.0,609,10,Graduation,Single,Wines,1
69,0,1059.5,222,17,Graduation,Married,MeatProducts,0
51,0,1762.0,939,17,PhD,Single,Wines,0
59,2,40.0,970,6,Graduation,Together,Wines,1
62,1,1143.0,750,21,PhD,Single,Wines,0
56,0,914.0,161,14,Master,Married,Wines,0
33,0,1317.0,685,12,Graduation,Together,MeatProducts,0
71,1,1228.0,660,20,Graduation,Divorced,Wines,0
42,1,27.0,503,5,PhD,Together,Wines,2
43,1,763.0,434,22,2n Cycle,Together,Wines,0
74,0,1246.5,505,22,Graduation,Single,Wines,0
69,2,525.0,462,19,Graduation,Married,Wines,1
64,2,9.0,174,4,PhD,Together,Wines,1
63,1,953.0,155,16,Graduation,Together,MeatProducts,0
54,2,68.0,391,7,Master,Divorced,Wines,1
54,2,131.0,605,10,Master,Single,Wines,1
57,1,843.5,454,23,Graduation,Married,Wines,0
47,0,936.5,971,25,2n Cycle,Together,Wines,0
56,1,37.0,447,5,Graduation,Married,Wines,2
60,1,388.0,468,15,PhD,Widow,Wines,1
39,0,1152.0,659,16,Graduation,Together,MeatProducts,0
67,0,1442.0,562,23,Master,Married,Wines,0
50,1,173.0,563,10,Master,Together,FishProducts,2
38,1,99.0,483,9,Graduation,Single,Wines,2
66,1,215.0,631,12,Graduation,Together,Wines,1
63,1,929.0,657,29,PhD,Married,Wines,0
51,1,219.0,261,12,Graduation,Together,Wines,2
48,2,174.0,392,12,Graduation,Married,Wines,1
47,2,92.0,785,9,Graduation,Together,Wines,1
55,0,951.5,453,25,PhD,Married,MeatProducts,0
68,1,275.0,624,14,Graduation,Married,Wines,1
70,1,521.5,1003,16,2n Cycle,Married,Wines,0
71,1,1612.5,805,28,PhD,Divorced,Wines,0
43,1,159.0,399,11,PhD,Together,Wines,2
72,0,978.0,640,18,Master,Widow,MeatProducts,0
57,1,35.0,227,7,Master,Divorced,MeatProducts,2
68,0,1042.0,462,15,Master,Together,MeatProducts,0
60,2,395.0,512,19,Master,Together,Wines,1
50,0,557.0,727,23,PhD,Married,MeatProducts,0
62,2,9.0,166,6,PhD,Married,Wines,1
35,0,69.0,486,6,Graduation,Married,MeatProducts,2
59,1,486.0,35,18,PhD,Married,Wines,1
37,1,34.0,307,6,Graduation,Single,Fruits,2
30,0,1305.0,809,28,2n Cycle,Single,MeatProducts,0
50,1,13.0,566,4,Graduation,Together,MeatProducts,2
47,0,1058.0,768,21,PhD,Married,MeatProducts,0
64,0,1226.0,400,14,Graduation,Together,MeatProducts,0
41,0,1323.0,423,20,PhD,Single,Wines,0
54,1,1217.0,363,32,Master,Divorced,Wines,0
74,3,103.0,749,7,Master,Single,Wines,1
49,0,84.0,608,7,Master,Together,Wines,2
53,0,1489.0,679,23,PhD,Married,Wines,0
40,1,581.0,809,18,Graduation,Together,MeatProducts,2
59,1,928.0,878,14,PhD,Married,Wines,0
50,0,14.0,356,4,2n Cycle,Divorced,FishProducts,2
46,1,424.0,516,15,Graduation,Single,Wines,2
54,1,953.0,418,14,Graduation,Married,Wines,0
43,0,1551.5,816,20,Graduation,Married,Wines,0
52,2,656.0,879,24,Graduation,Widow,Wines,0
57,2,55.0,545,9,Master,Together,Wines,1
41,1,20.0,31,5,Graduation,Single,MeatProducts,2
54,1,367.0,1061,17,Master,Together,Wines,0
48,0,1903.0,64,22,2n Cycle,Together,Wines,0
58,1,42.0,337,7,PhD,Divorced,MeatProducts,2
61,1,904.5,365,26,Graduation,Divorced,Wines,0
53,2,48.0,234,7,Graduation,Single,Wines,1
77,1,685.0,673,25,PhD,Single,Wines,0
73,1,39.0,231,5,Graduation,Divorced,Wines,1
38,0,43.0,157,5,2n Cycle,Single,Fruits,2
66,0,729.5,842,21,Master,Widow,MeatProducts,0
67,0,1261.0,319,20,Graduation,Married,MeatProducts,0
74,1,1039.0,655,26,PhD,Together,Wines,0
50,1,1596.0,509,26,Graduation,Divorced,Wines,0
41,0,1740.0,782,18,PhD,Married,Wines,0
56,1,34.0,220,6,PhD,Married,Wines,1
57,1,149.0,232,10,PhD,Divorced,Wines,1
56,1,946.0,566,23,Master,Single,Wines,0
40,0,28.0,201,6,PhD,Single,MeatProducts,2
41,1,450.0,1000,17,Graduation,Single,Wines,2
68,2,46.0,321,5,PhD,Married,Wines,1
54,0,1402.0,513,16,PhD,Divorced,Wines,0
50,2,763.0,453,25,Graduation,Together,Wines,0
43,1,382.0,648,15,Graduation,Married,Wines,2
37,0,1786.0,827,20,PhD,Married,Wines,0
36,0,1900.5,304,20,Master,Together,Wines,0
40,1,72.0,678,7,Graduation,Married,Wines,2
57,1,732.0,275,26,Graduation,Divorced,Wines,0
51,0,739.5,194,11,Graduation,Single,Wines,2
76,1,236.0,412,12,Graduation,Divorced,Wines,1
47,1,80.0,818,5,Basic,Together,FishProducts,2
71,0,1685.0,250,15,PhD,Single,Wines,0
80,0,96.0,192,12,PhD,Single,SweetProducts,1
75,1,507.0,541,18,PhD,Together,Wines,1
61,2,68.0,651,7,PhD,Married,Wines,1
42,0,49.0,237,5,Graduation,Single,Wines,2
38,0,397.0,263,15,Master,Married,Wines,2
54,1,39.0,408,9,Graduation,Divorced,MeatProducts,2
57,1,306.0,315,14,Graduation,Married,Wines,1
71,0,958.5,396,14,Graduation,Married,Wines,0
54,1,1028.0,545,27,PhD,Married,Wines,0
39,1,70.0,218,7,Graduation,Together,Wines,2
66,0,46.0,627,5,Graduation,Married,Wines,2
45,1,51.0,436,5,Master,Married,Wines,2
65,0,1097.5,230,21,2n Cycle,Together,Wines,0
55,1,1452.5,786,22,Graduation,Single,Wines,0
54,0,1496.0,783,24,Master,Together,Wines,0
58,1,1808.5,836,18,Graduation,Married,Wines,0
62,1,1150.5,680,31,PhD,Widow,Wines,0
57,1,405.5,834,22,Graduation,Single,Wines,0
35,0,85.0,658,6,Graduation,Married,Wines,2
44,1,47.0,554,8,PhD,Single,Wines,2
49,0,137.0,654,8,Graduation,Single,Fruits,2
60,2,21.0,710,4,PhD,Together,Wines,1
48,1,70.0,167,6,2n Cycle,Single,Wines,2
53,1,634.5,321,22,2n Cycle,Married,Wines,0
69,0,1550.0,777,22,Graduation,Single,Wines,0
82,0,1726.5,695,26,Master,Single,Wines,0
66,2,1135.0,492,30,Graduation,Single,Wines,0
48,1,24.0,576,5,Master,Married,MeatProducts,2
56,1,1182.0,743,20,PhD,Married,Wines,0
55,0,1083.0,531,14,Graduation,Married,MeatProducts,0
68,0,1333.0,753,19,Graduation,Single,Wines,0
60,2,739.0,537,24,Master,Married,Wines,1
51,2,91.0,381,7,PhD,Married,Wines,1
78,1,414.0,434,15,PhD,Married,Wines,1
43,1,44.0,158,9,Master,Married,MeatProducts,2
57,2,63.0,336,8,Master,Married,MeatProducts,1
74,1,864.5,489,23,Graduation,Married,Wines,0
50,2,38.0,910,6,2n Cycle,Together,MeatProducts,2
69,1,455.0,429,20,PhD,Single,MeatProducts,0
76,1,775.0,747,24,PhD,Widow,Wines,0
66,1,15.0,258,4,Master,Married,Wines,1
52,1,38.0,462,6,Graduation,Married,FishProducts,2
41,0,1512.0,187,21,PhD,Married,Wines,0
75,1,43.0,691,5,Graduation,Together,Wines,1
48,1,42.0,881,5,Graduation,Single,Wines,2
41,0,899.0,225,23,Graduation,Married,Wines,0
49,1,162.0,813,9,Master,Married,Wines,2
74,0,1174.0,552,19,Graduation,Widow,MeatProducts,0
43,0,958.0,1029,20,Graduation,Married,MeatProducts,0
51,1,812.0,169,22,Master,Married,MeatProducts,0
57,2,74.0,615,9,Graduation,Single,MeatProducts,1
71,1,134.0,369,9,Graduation,Together,Wines,1
85,0,157.0,486,9,PhD,Single,Wines,1
49,1,561.0,444,18,Graduation,Married,Wines,0
74,0,1325.0,1,19,Graduation,Single,MeatProducts,0
49,0,1911.0,845,23,PhD,Together,Wines,0
61,0,463.0,378,16,PhD,Single,Wines,0
75,0,1130.0,276,17,PhD,Widow,Wines,0
49,1,20.0,323,5,Graduation,Together,Wines,2
69,1,377.0,775,18,Graduation,Single,Wines,0
35,0,1149.0,592,27,Graduation,Single,MeatProducts,0
75,2,138.0,154,10,PhD,Widow,Wines,1
60,1,914.0,639,26,Master,Married,Wines,0
63,0,1495.5,455,15,PhD,Widow,Wines,0
47,2,45.0,172,9,Graduation,Married,Wines,1
73,2,161.0,549,10,Graduation,Single,Wines,1
59,1,144.0,219,8,Graduation,Divorced,Wines,1
78,0,1354.5,469,26,Graduation,Together,MeatProducts,0
53,1,818.0,410,22,Graduation,Together,Wines,0
62,1,1130.5,281,28,Graduation,Together,Wines,0
76,0,1413.5,647,21,Graduation,Widow,MeatProducts,0
47,0,1371.0,317,21,Master,Together,Wines,0
59,1,982.0,660,16,Graduation,Divorced,Wines,0
42,1,44.0,256,5,Graduation,Single,Wines,2
54,2,318.0,704,17,Graduation,Together,Wines,1
50,1,434.0,520,16,Graduation,Married,Wines,2
54,2,198.0,513,12,2n Cycle,Married,Wines,1
56,1,164.5,575,12,Graduation,Married,Wines,2
62,0,473.5,1032,18,2n Cycle,Married,MeatProducts,0
57,2,88.0,442,11,PhD,Single,Wines,1
46,1,63.0,63,6,Graduation,Married,Wines,2
41,1,27.0,938,4,Master,Single,MeatProducts,2
41,1,193.0,647,11,Graduation,Married,MeatProducts,2
51,1,101.0,809,9,PhD,Divorced,Wines,2
74,0,1829.5,4,21,Graduation,Married,Wines,0
63,1,140.0,426,8,Master,Married,Wines,1
50,2,415.0,369,20,Graduation,Single,Wines,1
68,1,22.0,712,4,Graduation,Together,Wines,1
47,2,263.0,552,16,Graduation,Married,Wines,1
34,0,393.0,532,12,Graduation,Married,MeatProducts,2
39,1,147.0,411,10,Graduation,Married,MeatProducts,2
69,1,443.0,237,16,Graduation,Married,Wines,1
62,0,1897.5,355,19,PhD,Divorced,Wines,0
54,1,174.0,618,10,Master,Married,Wines,2
78,0,1976.0,415,27,Master,Single,Wines,0
67,1,1672.0,277,16,Graduation,Single,Wines,0
65,2,25.0,598,6,Graduation,Together,MeatProducts,1
45,0,789.0,197,21,2n Cycle,Married,Wines,0
50,0,836.5,829,16,Graduation,Married,Wines,0
50,1,484.0,711,18,PhD,Together,Wines,0
52,1,413.0,689,18,PhD,Married,Wines,0
45,1,331.0,308,12,2n Cycle,Single,Wines,2
55,1,25.0,490,5,Graduation,Single,MeatProducts,2
58,1,13.0,347,4,PhD,Divorced,MeatProducts,2
55,1,115.0,910,10,Graduation,Married,SweetProducts,2
59,0,16.0,0,4,Graduation,Single,Wines,2
53,2,92.0,444,9,Master,Single,Wines,1
48,1,52.0,513,7,Graduation,Married,Wines,2
55,1,1364.5,740,23,Graduation,Married,Wines,0
61,1,441.0,661,17,Graduation,Divorced,Wines,0
66,1,283.0,445,12,PhD,Divorced,Wines,1
59,1,747.0,306,23,PhD,Together,Wines,0
67,0,1434.5,565,17,Graduation,Divorced,Wines,0
39,1,165.0,660,11,Graduation,Single,Wines,2
48,0,1649.0,546,24,Graduation,Together,Wines,0
44,0,662.5,678,27,Basic,Married,Wines,0
67,0,1624.0,881,25,Graduation,Single,Wines,0
50,2,23.0,617,4,2n Cycle,Married,Wines,1
42,0,66.0,702,6,Graduation,Married,SweetProducts,2
58,2,37.0,600,8,Graduation,Together,MeatProducts,1
74,2,21.0,251,6,Graduation,Divorced,Wines,1
53,3,22.0,802,4,Graduation,Together,Wines,1
47,1,78.0,4,9,Graduation,Together,Wines,2
43,1,79.0,581,6,Master,Married,MeatProducts,2
69,2,265.0,319,17,Graduation,Married,Wines,1
73,1,1175.0,218,19,Master,Married,Wines,0
60,1,1227.5,658,28,PhD,Married,Wines,0
46,1,46.0,286,8,Master,Married,MeatProducts,2
60,2,25.0,368,4,Graduation,Together,Wines,1
72,0,46.0,415,5,Graduation,Divorced,Wines,2
76,1,874.0,880,26,Master,Together,Wines,0
40,1,100.0,1063,10,2n Cycle,Together,Fruits,2
78,1,930.0,429,25,PhD,Widow,Wines,0
70,1,851.5,375,23,Graduation,Married,MeatProducts,0
49,1,45.0,360,9,Graduation,Married,MeatProducts,2
50,1,1134.5,586,29,Graduation,Together,Wines,0
41,1,395.5,434,12,Graduation,Married,Wines,2
75,1,392.0,573,15,Graduation,Together,Wines,1
48,2,1108.0,970,29,Graduation,Married,Wines,0
74,1,630.0,699,22,Graduation,Single,Wines,0
41,1,79.0,618,6,Graduation,Married,MeatProducts,2
43,0,1511.5,491,24,Graduation,Together,Wines,0
34,0,669.5,669,18,Graduation,Single,Wines,0
55,3,1269.0,802,25,Graduation,Single,MeatProducts,0
44,1,44.0,372,7,Graduation,Married,MeatProducts,2
46,1,50.0,693,6,Master,Married,Wines,2
54,1,467.0,757,19,Graduation,Married,Wines,0
55,1,223.0,371,12,Graduation,Single,MeatProducts,2
66,1,158.0,91,9,Graduation,Married,Wines,1
52,0,1211.0,392,28,Graduation,Married,Wines,0
55,1,1405.5,841,14,Graduation,Single,Wines,0
78,0,1191.0,344,22,2n Cycle,Married,MeatProducts,0
74,2,43.0,459,5,Graduation,Married,Wines,1
50,2,527.0,440,21,Graduation,Single,Wines,1
66,1,932.0,167,15,Graduation,Widow,Wines,0
70,2,71.0,303,8,Master,Single,Wines,1
72,2,54.0,163,5,Graduation,Together,Wines,1
60,0,129.0,627,7,Graduation,Single,Wines,2
52,1,1537.0,909,27,Graduation,Divorced,Wines,0
49,1,1020.5,503,26,PhD,Divorced,Wines,0
75,1,1018.5,584,25,Graduation,Married,Wines,0
56,2,721.0,567,24,Master,Together,Wines,1
56,1,137.0,344,10,Graduation,Together,MeatProducts,2
44,1,47.0,554,8,PhD,Single,Wines,2
43,0,1240.5,407,17,PhD,Together,Wines,0
47,2,41.0,370,7,Graduation,Together,Wines,1
51,1,1174.0,728,32,Graduation,Married,Wines,0
74,1,923.0,553,15,Graduation,Widow,Wines,0
77,0,100.0,545,7,Graduation,Married,Wines,1
73,1,1660.0,768,17,PhD,Married,Wines,0
41,1,98.0,216,9,Graduation,Married,MeatProducts,2
46,1,48.0,413,5,Graduation,Together,Wines,2
